id,sentence,label
1,선생님께서 보여주신 애정과 배려에 감사드립니다.,10
2,성실한 가르침과 애정으로 학생들을 이끌어 주셨던 선생님께 감사드립니다.,10
3,선생님의 애정은 저에게 큰 힘이 되었습니다.,10
4,선생님의 따뜻한 애정이 학생 모두를 편히하게 만들어 주셨습니다.,10
5,저희 선생님의 애정은 언제나 마음 속에 남을 것입니다.,10
6,"선생님의 애정에 감사하며, 스승의 날을 진심으로 축하합니다.",10
7,선생님의 애정은 언제나 제게 용기를 주었습니다.,10
8,선생님의 따뜻한 애정이 내 마음을 따뜻하게 만들었습니다.,10
9,애정 있는 가르침으로 저의 미래를 밝게 바라볼 수 있게 해 주셨습니다.,10
10,선생님의 애정이 담긴 가르침은 평생 잊지 못할 것입니다.,10
11,선생님의 애정은 제게 무한한 힘이 되어주었습니다.,10
12,선생님의 세심한 애정과 배려에 감사드립니다.,10
13,애정 있게 이끌어주셔서 감사합니다.,10
14,선생님께서 보여주신 애정으로 저희는 항상 행복했습니다.,10
15,선생님의 따뜻한 애정이 학생들 모두를 둘러싸고 있었습니다.,10
16,선생님의 애정은 제게 큰 자신감을 주었습니다.,10
17,선생님의 애정이 느껴지는 깊은 가르침에 감사드립니다.,10
18,"애정 있는 가르침으로 선생님의 은혜를 갚을 수 없지만, 평생 잊지 않을 것입니다.",10
19,선생님의 애정에 지금도 감동을 받고 있습니다.,10
20,선생님의 따뜻한 애정에 마음이 따뜻해졌습니다.,10
21,항상 애정으로 이끌어주셔서 감사합니다.,10
22,선생님의 애정은 저에게 큰 보람을 주었습니다.,10
23,선생님의 애정은 오랫동안 기억될 것입니다.,10
24,선생님의 따뜻한 애정이 학생들에게 큰 행복을 주었습니다.,10
25,선생님의 애정은 언제나 제 곁에 있습니다.,10
26,선생님의 가르침 속에 담긴 애정이 저의 성장을 이끌어주었습니다.,10
27,항상 애정으로 가르쳐 주신 선생님에게 감사의 말씀을 전합니다.,10
28,선생님의 애정은 항상 저를 감싸안고 있었습니다.,10
29,선생님의 애정은 학생 모두에게 큰 힘이 되었습니다.,10
30,선생님의 따뜻한 애정이 저의 마음을 따뜻하게 만들었습니다.,10
31,선생님의 애정이 담긴 가르침은 평생 잊지 못할 것입니다.,10
32,선생님의 성실한 애정으로 저의 미래를 밝게 바라볼 수 있게 해 주셨습니다.,10
33,선생님의 애정을 받아온 저에게 아직도 큰 감동이 남아 있습니다.,10
34,선생님의 애정은 계속해서 저를 이끌어주고 있습니다.,10
35,선생님의 애정이 여전히 제게 큰 힘이 되고 있습니다.,10
36,"선생님의 성실한 애정에 감사드리며, 스승의 날을 축하합니다.",10
37,선생님의 따뜻한 애정으로 내 마음을 따뜻하게 만들어 주셨습니다.,10
38,선생님의 애정이 담긴 가르침은 평생 잊지 못할 것입니다.,10
39,선생님의 섬세한 애정은 학생들에게 큰 영감을 주었습니다.,10
40,선생님의 애정은 언제나 제곁에 있었습니다.,10
41,선생님의 성실한 애정이 저의 발전에 큰 영향을 끼쳤습니다.,10
42,선생님의 애정을 받아온 저에게 큰 용기를 주었습니다.,10
43,선생님의 애정이 학생 모두에게 큰 행복을 주었습니다.,10
44,선생님의 따뜻한 애정은 항상 저를 감싸안고 있었습니다.,10
45,선생님의 애정은 오랫동안 기억될 것입니다.,10
46,선생님의 애정은 언제나 저를 지켜주셨습니다.,10
47,선생님의 따뜻한 애정이 내 마음을 따뜻하게 만들어 주셨습니다.,10
48,선생님의 애정이 담긴 가르침은 평생 잊지 못할 것입니다.,10
49,선생님의 성실한 애정은 저의 미래를 밝게 하는 빛이었습니다.,10
50,선생님의 애정은 저에게 큰 자신감을 주었습니다.,10
