id,sentence,label
1,꽃길을 걸으며 새로운 꿈을 펼쳐나가세요. 졸업을 축하해!,9
2,졸업을 축하드려요! 앞으로의 여정도 행복하길 바랄게요.,9
3,"힘들었지만 끝까지 버텼어요. 축하해, 꽃길만 걷자!",9
4,멋진 성공을 이룬 너를 칭찬해요. 졸업 축하해!,9
5,새로운 시작을 응원해요. 꽃길만 걷길 바래요. 축하합니다!,9
6,너의 열정과 노력을 칭찬해요. 졸업을 축하합니다.,9
7,졸업을 축하하는 마음과 함께 더 큰 꿈을 이루길 바래요.,9
8,더 빛날 네 미래를 응원해요. 졸업 축하해!,9
9,꽃길만 갈 수 있도록 응원할게요. 졸업을 축하합니다.,9
10,앞으로 너의 모든 꿈이 이뤄지길 바라요. 졸업을 축하해!,9
11,졸업을 축하해! 너의 노력과 열정에 박수를 보내요.,9
12,이제는 더 멋진 꿈을 향해 나아갈 차례에요. 축하해요!,9
13,꽃길만 걷며 새로운 시작을 축하해요. 졸업을 축하합니다.,9
14,힘들었지만 이룬 성취를 축하해요. 꽃길만 걸어요!,9
15,졸업을 축하드려요! 더 멋진 날들이 기다리고 있어요.,9
16,앞으로 더 행복한 날들만 가득하기를 바래요. 축하해요!,9
17,꽃길만 걸으면 더 큰 성공이 있는 걸 알아요. 졸업 축하해!,9
18,너의 노력과 열정을 칭찬해요. 졸업을 축하합니다.,9
19,졸업 축하해! 앞으로 더 밝은 미래가 널 기다려.,9
20,새로운 시작을 축하해요. 꽃길만 걷길 바래요. 축하합니다!,9
21,늘 응원할게요. 꽃길만 걸으며 더 큰 꿈을 향해 나아가요.,9
22,졸업을 축하드려요! 너의 꿈과 희망이 이뤄지기를 바라요.,9
23,새로운 시작을 함께 축하해요. 꽃길만 걸어요!,9
24,너의 여정을 믿어요. 꽃길만 걷자! 졸업을 축하해요.,9
25,졸업을 축하해! 힘든 시간을 이겨내어 참 고마워요.,9
26,더 큰 성공을 향해 나아갈 우리의 모습이 멋지다. 축하해!,9
27,끝까지 버텨나가는 너의 모습이 너무 자랑스럽다. 졸업 축하해!,9
28,졸업을 축하해! 앞으로의 여정이 널 기다리고 있어.,9
29,꽃길만 걸어 더 큰 꿈을 이루길 바래요. 졸업을 축하합니다.,9
30,노력과 희망을 가진 너를 응원해요. 졸업을 축하합니다.,9
31,더 큰 꿈을 향해 함께 축하해요. 꽃길만 걷자!,9
32,졸업 축하해요! 너의 행복한 모습을 꿈꾸며 응원할게.,9
33,꽃길만 걸으며 이루는 성공을 함께 축하해요. 졸업을 축하합니다.,9
34,졸업 축하합니다! 더 행복한 미래가 널 기다리고 있어.,9
35,새로운 출발을 함께 축하해요. 꽃길만 걸어요!,9
36,더 큰 꿈을 향해 함께 축하해요. 졸업을 축하합니다.,9
37,졸업을 축하해! 앞으로의 모든 날이 행복이 있기를 바라요.,9
38,꽃길만 걷며 이룬 성공을 축하해요. 졸업을 축하합니다.,9
39,노력과 열정을 칭찬해요. 졸업을 축하합니다.,9
40,졸업을 축하해요! 앞으로 더 밝은 미래가 널 기다리고 있어.,9
41,새로운 시작을 함께 축하해요. 꽃길만 걷어요!,9
42,너의 여정을 믿어요. 꽃길만 걷며 더 큰 꿈을 향해 나아가요.,9
43,졸업을 축하해! 힘든 시간을 이겨내도 수고 많았어요.,9
44,더 큰 성공을 향해 나아갈 생각이면 정말 자랑스럽다. 축하해!,9
45,졸업을 축하해! 앞으로의 여정이 널 기다리고 있어.,9
46,꽃길만 걸어 더 큰 꿈을 이루기를 바래요. 졸업을 축하합니다.,9
47,노력과 희망을 가진 너의 모습을 응원해요. 졸업을 축하합니다.,9
48,더 큰 꿈을 향해 함께 축하해요. 꽃길만 걷자!,9
49,졸업을 축하해요! 너의 행복한 모습을 보는 것이 행복해.,9
50,꽃길만 걸으며 이루는 성공을 함께 축하해요. 졸업을 축하합니다.,9
