id,sentence,label
1,졸업을 축하해! 이제 새로운 시작을 앞두고 있는 너에게 행운이 함께하기를 바랄게.,9
2,졸업을 축하합니다! 새로운 여정에서 네가 꿈꾸는 모든 것이 이뤄지길 기원해.,9
3,"졸업을 축하해! 지금까지의 노력이 결실을 맺고, 미래에 행복이 가득하기를 바라요.",9
4,졸업을 축하합니다! 이제부터 시작되는 새로운 장면들이 너에게 큰 보람과 행복을 안겨줄 거야.,9
5,"졸업을 축하해! 앞으로 어떤 여정이 준비되어 있든, 용기를 가져서 뛰어들어봐.",9
6,"졸업을 축하합니다! 네가 원하는 모든 것들이 이루어지고, 더 많은 행복이 너를 찾아오길 바랄게.",9
7,졸업을 축하해! 이제부터 시작되는 새로운 시대가 너에게 많은 기회를 가져다 줄 거야.,9
8,졸업을 축하합니다! 네가 향해가는 길 위에는 새로운 꿈과 미래가 널 기다리고 있어.,9
9,졸업을 축하해! 네가 걸어온 길 위에는 항상 행운과 축복이 함께하기를 바라며.,9
10,"졸업을 축하합니다! 너의 비애와 기쁨이 교차하던 학업 시간이 이제 끝나고, 더 큰 세상으로 나아가기를 기원해.",9
