id,sentence,label
1,졸업을 즐기세요. 수고 많았습니다.,9
2,수고하셨습니다. 졸업을 진심으로 축하합니다.,9
3,우리의 자랑스러운 졸업생! 수고했어요!,9
4,졸업을 축하드립니다. 수고하셨습니다.,9
5,졸업 축하해요. 수고 많으셨습니다.,9
6,수고하셨습니다. 졸업을 축하합니다.,9
7,축하합니다! 수고 많으셨어요.,9
8,졸업을 축하해요. 수고하셨습니다.,9
9,수고하셨어요. 졸업을 축하드립니다.,9
10,졸업을 진심으로 축하합니다. 수고하셨어요.,9
11,졸업을 축하합니다! 고생 많으셨어요.,9
12,수고하셨습니다. 졸업을 진심으로 축하해요.,9
13,우리의 자랑스러운 졸업생! 수고 많으셨어요.,9
14,졸업을 축하합니다. 수고 많으셨습니다.,9
15,졸업 축하해요. 수고하셨습니다.,9
16,수고하셨습니다. 졸업을 축하합니다.,9
17,축하합니다! 수고 많았어요.,9
18,졸업을 축하해요. 수고하셨습니다.,9
19,수고하셨습니다. 졸업을 축하드립니다.,9
20,졸업을 진심으로 축하합니다. 수고하셨습니다.,9
21,졸업을 축하합니다! 고생 많으셨습니다.,9
22,수고하셨습니다. 졸업을 진심으로 축하해요.,9
23,우리의 자랑스러운 졸업생! 수고 많으셨습니다.,9
24,졸업을 축하합니다. 수고 많았어요.,9
25,졸업 축하해요. 수고하셨습니다.,9
26,수고하셨습니다. 졸업을 축하합니다.,9
27,축하합니다! 수고 많으셨어요.,9
28,졸업을 축하해요. 수고하셨습니다.,9
29,수고하셨습니다. 졸업을 축하드립니다.,9
30,졸업을 진심으로 축하합니다. 수고하셨습니다.,9
31,졸업을 축하합니다! 고생 많으셨어요.,9
32,수고하셨습니다. 졸업을 진심으로 축하해요.,9
33,우리의 자랑스러운 졸업생! 수고 많았어요.,9
34,졸업을 축하합니다. 수고하셨습니다.,9
35,졸업 축하해요. 수고 많으셨습니다.,9
36,수고하셨습니다. 졸업을 축하합니다.,9
37,축하합니다! 수고하셨습니다.,9
38,졸업을 진심으로 축하해요. 수고 많았어요.,9
39,졸업을 축하합니다. 수고하셨습니다.,9
40,수고하셨습니다. 졸업을 진심으로 축하해요.,9
41,우리의 자랑스러운 졸업생! 수고 많으셨습니다.,9
42,졸업을 축하합니다. 수고 하셨습니다.,9
43,졸업을 축하합니다! 고생 많았어요.,9
44,졸업을 축하해요. 수고하셨습니다.,9
45,수고하셨습니다. 졸업을 축하합니다.,9
46,졸업을 진심으로 축하합니다. 수고하셨습니다.,9
47,축하합니다! 수고 많았어요.,9
48,졸업을 축하해요. 수고하셨습니다.,9
49,수고하셨습니다. 졸업을 진심으로 축하합니다.,9
50,우리의 자랑스러운 졸업생! 수고 많으셨습니다.,9
