id,sentence,label
1,그동안 모든 노력에 감사드려요. 졸업 축하합니다!,9
2,졸업을 진심으로 축하해요. 앞으로의 모든 일이 잘되길 기도할게요.,9
3,졸업을 축하드립니다. 당신은 정말 대단합니다.,9
4,졸업을 맞아 축하 메시지를 보냅니다. 오늘은 특별한 날이니까요.,9
5,축하해요! 행복한 일들만 가득하길 기원해요.,9
6,졸업을 축하합니다. 당신은 노력과 열정으로 이뤄낸 결과입니다.,9
7,졸업을 축하해요. 미래에 성공할 당신을 응원할게요.,9
8,"축하해요! 졸업은 새로운 출발인데, 기대가 됩니다.",9
9,졸업을 축하합니다. 당신의 힘찬 모습이 멋지네요.,9
10,졸업 축하해요. 앞으로 더 멋진 모습으로 돌아오길 기대할게요.,9
11,축하해요! 너의 노력과 열정이 결실을 맺었어.,9
12,졸업을 축하합니다. 미래가 밝고 행복하기를 기원할게요.,9
13,졸업을 축하해요. 항상 최선을 다해와서 대단해요.,9
14,축하해요! 당신의 성과에 박수를 보냅니다.,9
15,졸업을 진심으로 축하합니다. 항상 응원할게요.,9
16,졸업을 축하해요! 앞으로도 더 멋진 일들이 가득하기를 기대할게요.,9
17,졸업을 축하합니다. 미래가 밝으리라 믿습니다.,9
18,졸업을 축하해요. 당신의 열정과 노력에 박수를 보냅니다.,9
19,"축하해요! 졸업은 새로운 시작이니, 더욱 희망찬 미래를 기대할게요.",9
20,졸업을 축하합니다. 항상 응원할게요. 힘내요!,9
21,졸업을 축하해요. 너무 자랑스럽고 뿌듯해요.,9
22,축하해요! 졸업을 축하하는 마음이 가득해요.,9
23,졸업을 축하합니다. 당신의 노력과 열정이 너무 존경스럽습니다.,9
24,졸업 축하해요! 앞으로 더 큰 성취를 이루길 기대할게요.,9
25,축하해요! 졸업을 축하합니다. 미래가 밝고 행복하기를 기원할게요.,9
26,졸업을 축하해요. 당신은 정말 완벽한 졸업 축하인 걸요.,9
27,졸업을 축하합니다. 너무 자랑스럽고 기쁩니다.,9
28,졸업 축하해요. 더 큰 성공을 거둬 미래에 희망찬 모습 기대할게요.,9
29,축하해요! 졸업을 진심으로 축하합니다. 더욱 멋진 미래가 기다리고 있을 거에요.,9
30,졸업을 축하합니다. 당신과 함께한 시간이 즐거웠어요.,9
31,졸업을 축하해요. 항상 응원하고 있을게요. 행운을 빕니다.,9
32,"축하해요! 너의 성공을 기뻐하고, 축하합니다.",9
33,졸업을 축하합니다. 더 큰 성공을 이룬 당신에게 박수를 보냅니다.,9
34,졸업 축하해요. 당신의 미래가 빛나기를 진심으로 기원할게요.,9
35,축하해요! 졸업을 축하하며 미래에 행복과 성공이 함께하기를 바랄게요.,9
36,졸업을 축하합니다. 항상 당신의 행복과 성공을 응원할게요.,9
37,졸업을 축하해요! 당신의 노력과 열정이 결실을 맺어 빼어난 성과를 이루었어요.,9
38,축하해요! 졸업을 축하합니다. 더 큰 성공이 당신을 기다리고 있을 거에요.,9
39,졸업을 축하합니다. 미래가 밝고 성공만 가득하기를 진심으로 기원할게요.,9
40,졸업을 축하해요. 당신은 정말 대단하고 멋집니다.,9
41,축하해요! 졸업을 축하합니다. 당신은 정말 대단합니다.,9
42,졸업을 축하합니다. 당신의 성공을 응원하며 행운을 기원할게요.,9
43,졸업을 축하해요. 항상 옆에서 응원하고 있을게요. 더 큰 성공을 바라며.,9
44,축하해요! 졸업을 축하합니다. 미래가 밝기를 진심으로 기원할게요.,9
45,졸업을 축하해요. 당신은 정말 대단한 성과를 이뤘어요.,9
46,졸업을 축하합니다. 더욱 행복하고 성공할 당신을 응원할게요.,9
47,졸업을 축하해요! 미래가 밝고 행복하기만을 기대할게요.,9
48,축하해요! 졸업을 축하합니다. 앞으로의 발전을 응원할게요.,9
49,졸업을 축하해요. 당신의 미래에 행운과 성공이 가득하기를 기원할게요.,9
50,졸업을 축하합니다. 당신의 열정과 노력에 경의를 표합니다.,9
