id,sentence,label
졸업 축하 문구를 생성했어요,즐겨보세요! ,9
1,새로운 시작을 응원한다! 졸업 축하해!!,9
2,졸업을 축하드려요! 새로운 시작이 행복가득하길 바래요.,9
3,미래의 모든 가능성을 기대하며 졸업을 축하합니다!,9
4,"꿈을 향한 첫 걸음, 축하해요 졸업!",9
5,힘들었던 시간들을 이겨내고 이제 새로운 시작을 응원해요. 졸업 축하합니다!,9
6,당신의 노력과 열정을 칭찬하며 졸업을 축하합니다.,9
7,새로운 도전들이 기다리는 졸업 축하해요!,9
8,당신의 꿈을 향해 한 걸음 더 나아간 졸업을 축하합니다!,9
9,성실하게 달려온 길을 칭찬하며 졸업을 축하합니다.,9
10,미래에 빛나는 길만 나타날 졸업을 축하합니다!,9
11,힘든 시간들을 이겨내고 이제 시작하는 새로운 모험을 응원해요. 졸업 축하합니다!,9
12,"끈기와 열정으로 이루어낸 졸업, 진심으로 축하해요!",9
13,당신의 미래가 밝고 행복으로 가득하길 바라며 졸업을 축하합니다!,9
14,함께한 추억과 노력들을 기억하며 졸업을 축하합니다.,9
15,당신의 꿈을 향해 한 발짝 더 나아가는 졸업을 축하합니다!,9
16,"더 많은 성취와 행복이 기다리는 졸업, 축하합니다!",9
17,당신의 꿈을 향한 여정에 축복을 보냅니다. 졸업을 축하합니다!,9
18,노력과 열정으로 이뤄낸 졸업을 진심으로 축하합니다.,9
19,힘들었던 시간들을 이겨내고 새로운 시작을 응원해요. 졸업을 축하합니다!,9
20,당신의 노력과 열정을 칭찬하며 졸업을 축하합니다.,9
21,미래의 당신을 응원하며 새로운 시작을 축하합니다!,9
22,이제 시작하는 새로운 도전을 응원해요. 졸업 축하합니다!,9
23,희망으로 가득한 미래를 기대하며 졸업을 축하합니다!,9
24,함께한 추억과 노력을 기억하며 졸업을 축하합니다.,9
25,새로운 성공과 행복이 가득한 졸업을 축하합니다!,9
26,당신이 향한 꿈이 모두 이루어지길 바라며 졸업을 축하합니다!,9
27,더 큰 성취에 도전하는 당신을 응원해요. 졸업 축하합니다!,9
28,열정과 노력의 결실을 맛볼 수 있는 졸업을 축하합니다!,9
29,더 큰 꿈과 행복이 당신을 기다립니다. 졸업을 축하합니다!,9
30,힘들었던 시간을 이겨내고 이제 시작하는 새로운 모험을 응원해요. 졸업 축하합니다!,9
31,미래에 행복하고 빛나는 일들이 가득하기를 바라며 졸업을 축하합니다!,9
32,당신의 꿈을 향한 여정이 더욱 환히 빛나길 바래요. 졸업을 축하합니다!,9
33,끈기와 열정으로 흐른 시간들을 기억하며 졸업을 축하합니다.,9
34,함께한 추억과 노력을 기억하며 새로운 시작을 응원해요. 졸업을 축하합니다!,9
35,당신의 이루고자 했던 모든 꿈들이 이루어지길 바라며 졸업을 축하합니다!,9
36,새로운 도전과 성공이 가득한 졸업을 축하합니다!,9
37,용기와 노력의 결실을 맛보는 졸업을 축하합니다!,9
38,당신의 새로운 시작을 응원하며 미래의 성공을 축하합니다!,9
39,미래에 행복과 성공이 함께하기를 바라며 졸업을 축하합니다!,9
40,당신의 빛나는 미래에 박수를 보내며 졸업을 축하합니다!,9
41,더 큰 꿈을 향해 나아가는 당신을 응원해요. 졸업 축하합니다!,9
42,열정과 노력으로 이룬 졸업을 진심으로 축하합니다!,9
43,새로운 도전과 행복이 가득한 졸업을 축하합니다!,9
44,당신의 꿈을 이루는 여정을 응원하며 졸업을 축하합니다!,9
45,힘든 시간들을 이겨내고 이제 시작하는 새로운 모험을 응원해요. 졸업을 축하합니다!,9
46,미래의 성공과 행복이 함께하기를 바라며 졸업을 축하합니다!,9
47,당신의 빛나는 미래를 응원하며 새로운 시작을 축하합니다!,9
48,노력과 열정의 결실을 맛볼 수 있는 졸업을 축하합니다!,9
49,당신의 꿈과 노력이 모두 이루어지길 바라며 졸업을 축하합니다!,9
50,더 큰 성취를 향해 나아가는 당신을 응원해요. 졸업 축하합니다!,9
