id,sentence,label
"네, 바로 생성해보겠습니다","잠시만 기다려주세요. 1. ""당신과 함께하는 모든 순간은 마치 사랑의 향기로 가득한 꽃밭을 거닐며 느끼는 것 같아요.""",13
2,"""당신을 만나 사랑으로 가득찬 날들을 보내고 있는 나 자신에게 감사합니다.""",13
3,"""당신과 함께한 시간이 나에게는 가장 소중한 선물이에요. 영원토록 사랑할게요.""",13
4,"""당신과 함께한 모든 순간이 나에게는 영원한 기억으로 남아요. 사랑해요.""",13
5,"""당신은 나에게 넘치는 사랑을 선물해주는 사람이에요. 항상 고마워요.""",13
6,"""당신과 함께한 날들은 하나같이 소중하고 아름다워요. 영원한 사랑을 약속해요.""",13
7,"""당신과 함께한 모든 순간은 나에게는 행복으로 가득 찬 날들이에요. 사랑해요.""",13
8,"""당신의 사랑은 나에게 무한한 힘을 줘요. 항상 고마워요.""",13
9,"""당신과 함께한 모든 순간은 나에게는 하나같이 따뜻하고 아름다워요. 영원한 사랑을 약속해요.""",13
10,"""당신은 나에게 주어진 가장 큰 선물이에요. 항상 함께하고 싶어요.""",13
11,"""당신과 함께한 날들은 하나같이 소중하고 아름다워요. 영원한 사랑을 약속해요.""",13
12,"""당신과 함께하는 모든 순간이 나에게는 발걸음마다 따뜻한 햇살처럼 느껴져요. 사랑해요.""",13
13,"""당신이 나의 곁에 있어준 것만으로도 내게는 큰 축복이야. 영원한 사랑을 약속해요.""",13
14,"""당신과 나의 사랑은 세상 그 무엇보다 소중하고 귀하다고 생각해요. 항상 함께하고 싶어요.""",13
15,"""당신은 나에게 행복과 사랑을 가르쳐준 소중한 사람이에요. 항상 고마워요.""",13
45,"""당신과 함께한 모든 순간은 나에게는 행복으로 가득한 보물 상자 같아요. 영원한 사랑을 약속해요.""",13
46,"""당신은 나에겐 더 큰 의미를 부여하는 사랑이에요. 항상 고마워요.""",13
47,"""당신과 함께한 날들은 하나같이 따뜻하고 아름다워요. 영원한 사랑을 약속해요.""",13
48,"""당신은 나에게는 소중한 사람 중의 소중한 존재에요. 항상 함께하고 싶어요.""",13
49,"""당신과 함께하는 모든 순간이 나에게는 행복으로 가득한 보물 같아요. 사랑해요.""",13
50,"""당신의 사랑은 나에게 가장 소중한 선물이에요. 항상 함께하고 싶어요.""",13
생성된 문구들이 마음에 드시길 바랍니다,계속 필요하시면 알려주세요.,13
