id,sentence,label
1,너와 함께한 모든 순간은 내게 소중한 기억으로 남아.,13
2,"당신과 함께한 첫 만남부터 오늘까지, 모든 순간이 내게 소중한 보물이야.",13
3,당신과 함께하는 모든 순간이 나에게는 소중한 선물이야.,13
4,우리의 모든 순간이 나에겐 가장 소중한 보물이야.,13
5,우리의 사랑은 소중한 귀갓길을 걷고 있어.,13
6,너와 함께 보낸 모든 순간이 나에겐 소중한 이야기야.,13
7,내 마음 깊은 곳에 담긴 너와의 소중한 기억들.,13
8,"오직 너만이 가진 소중한 내 맘, 기념일 축하해.",13
9,우리의 사랑은 소중한 꽃처럼 아름다워.,13
10,당신과 함께한 모든 순간이 내게는 소중한 기념일이야.,13
11,너와 함께 있는 모든 순간이 나에겐 가장 소중한 선물이야.,13
12,당신과 함께한 여정은 내게 소중한 보물로 남을 거야.,13
13,당신과 함께한 모든 순간은 나에게 가장 소중한 보물이야.,13
14,너와 함께하는 모든 순간이 나에게는 소중한 기억으로 남아.,13
15,우리의 사랑은 소중한 귀갓길을 걷는 중이야.,13
16,너와 함께한 모든 순간이 나에겐 소중한 다짐이야.,13
17,내 안의 당신과의 소중한 기억들이 피어나.,13
18,당신과의 특별한 사랑이 나에겐 소중한 선물이야.,13
19,우리의 사랑은 소중한 바다의 보석과 같아.,13
20,당신과 함께한 모든 순간이 내게는 소중한 이야기야.,13
21,내 가슴 깊은 곳에 담긴 너와의 소중한 추억들.,13
22,"오직 너만이 갖고 있는 소중한 내 심장, 축하해.",13
23,우리의 사랑은 소중한 향기를 품고 있어.,13
24,당신과 함께한 모든 순간이 나에게는 소중한 기념일이야.,13
25,너와 함께하는 모든 순간이 나에겐 가장 소중한 기회야.,13
26,당신과 함께하는 여정은 나에겐 소중한 선물로 남을 거야.,13
27,당신과 함께한 모든 순간은 내게 가장 소중한 기억이야.,13
28,너와 함께하는 모든 순간이 나에게는 소중한 미래로 이어져.,13
29,우리의 사랑은 소중한 빛을 내뿜고 있어.,13
30,너와 함께한 모든 순간이 나에게는 소중한 기념으로 남아.,13
31,당신과 함께한 특별한 사랑이 나에게 소중한 기뻐함이야.,13
32,우리의 사랑은 소중한 별의 빛과 같아.,13
33,당신과 함께한 모든 순간이 내게는 소중한 기쁨이야.,13
34,내 안의 당신과의 소중한 이야기들이 피어나.,13
35,당신과의 사랑이 나에게는 소중한 선물처럼 솟구칠 거야.,13
36,우리의 사랑은 소중한 노래처럼 내 귀에 메아들어.,13
37,너와 함께한 모든 순간이 내게는 가장 소중한 기름이야.,13
38,우리의 사랑은 소중한 태양빛을 내리쬐고 있어.,13
39,당신과 함께한 모든 순간이 나에겐 소중한 아름다움이야.,13
40,너와의 사랑이 내 안에 오직 소중한 기억으로 남아있어.,13
41,우리의 사랑은 소중한 삶의 의미와 함께하는 중이야.,13
42,당신과 함께한 여정이 나에겐 가장 소중한 메아리로 남아.,13
43,당신과 함께한 모든 순간은 내게 있어 가장 소중한 보물이야.,13
44,너와 함께하는 모든 순간이 나에게 소중하고 아름다운 순간으로 이어져.,13
45,우리의 사랑은 소중한 행복의 씨앗을 심어주고 있어.,13
46,당신과 함께한 모든 순간이 내게는 소중한 공간이야.,13
47,너와 함께한 모든 순간은 나를 소중하게 만들어.,13
48,내 마음 깊은 곳에 담긴 너와의 소중한 추억들.,13
49,당신과의 사랑은 나에겐 가장 소중한 선물이야.,13
50,우리의 사랑은 소중한 햇빛과 같이 나를 비추고 있어.,13
