id,sentence,label
1,언제나 사랑으로 품어주셔서 감사합니다.,10
2,사랑으로 이끌어주신 모든 것에 감사드립니다.,10
3,오늘도 그저 사랑으로 가득해요.,10
4,사랑으로 저를 이끌어주신 여러분에게 감사드립니다.,10
5,사랑과 따뜻함으로 가득찬 어버이 날 되세요.,10
6,어버이님께서 보내주신 그 큰 사랑에 감사드립니다.,10
7,오늘도 여전히 사랑에 심취합니다.,10
8,사랑하는 어버이님들께 최고의 하루가 되길 기원합니다.,10
9,사랑으로 가득한 어버이 날을 보내세요.,10
10,사랑 받는 그 느낌을 오늘도 느껴보세요.,10
11,어버이 날을 맞아 사랑의 의미를 다시 한번 생각해보는 좋은 날이죠.,10
12,사랑은 언제나 빛이 난다는 걸 어버이님께서 더 잘 아시죠.,10
13,어버이님들께서 보내주신 사랑이 저에게 큰 힘이 되어요.,10
14,사랑으로 이어지는 이 아름다운 어버이 날을 축하합니다.,10
15,언제나 사랑 속에서 행복한 시간을 보내기를 바래요.,10
16,어버이 날을 맞아 사랑과 감사의 마음을 전해봅니다.,10
17,오늘도 나를 둘러싼 사랑에 감사드립니다.,10
18,사랑받고 있다는 느낌이 오늘도 따뜻하게 이어져요.,10
19,어버이 날을 맞이해 사랑의 의미를 더 깊게 생각하게 되네요.,10
20,오늘의 나는 언제나 사랑에 감싸여 있습니다.,10
21,사랑하는 어버이님들께 감사와 사랑을 보냅니다.,10
22,어버이님들의 사랑이 저에게는 무한한 보탬이 되어줘요.,10
23,오늘도 여전히 사랑으로 가득한 하루가 시작됩니다.,10
24,사랑으로 이루어지는 따뜻한 어버이 날을 축하합니다.,10
25,사랑의 힘으로 더 나은 미래를 향해 나아가겠습니다.,10
26,어버이님들께 받은 사랑이 나의 힘이 됩니다.,10
27,"사랑으로 가득찬 이 특별한 날, 모두 함께 기뻐해요.",10
28,오늘도 사랑의 빛으로 나의 하루가 빛납니다.,10
29,언제나 사랑해주시는 어버이님들께 감사를 전합니다.,10
30,사랑하는 어버이님들께서 오늘도 나를 따뜻하게 감싸주시네요.,10
31,사랑이 나를 감싸고 있는 이 순간이 너무나 소중합니다.,10
32,어버이 날을 맞아 사랑과 감사의 마음을 전해드립니다.,10
33,오늘도 언제나처럼 사랑 빛이 나를 감싸고 있어요.,10
34,사랑의 연결고리가 되어주시는 어버이님들에게 감사를 드립니다.,10
35,어버이 날을 맞아 사랑의 의미를 다시 한번 되새겨보는 하루입니다.,10
36,언제나 사랑의 품 안에서 행복을 느낍니다.,10
37,어버이님들의 사랑이 빛나는 나의 하루가 시작됩니다.,10
38,사랑과 이해로 이루어진 특별한 어버이 날을 맞이해요.,10
39,사랑 받는 마음이 오늘도 가득 차오르네요.,10
40,어버이님들의 뜨거운 사랑이 나를 더 강하게 만듭니다.,10
41,사랑으로 이어지는 특별한 어버이 날을 축하합니다.,10
42,오늘도 나를 둘러싼 사랑에 감사합니다.,10
43,사랑으로 뒤덮인 어버이 님들의 소중한 기록을 만들어봅니다.,10
44,어버이님들의 사랑이 지금도 나의 힘이 됩니다.,10
45,사랑과 감사의 마음을 담아 어버이 날을 맞이해요.,10
46,사랑이 나를 키워주신 어버이님들에게 감사드립니다.,10
47,오늘도 사랑의 빛이 나를 따뜻하게 감싸고 있습니다.,10
48,어버이 날을 맞이해 사랑의 의미를 다시 한번 생각해보세요.,10
49,"사랑과 감사로 이루어진 이 날, 오늘도 행복하게 보내요.",10
50,언제나 사랑과 이해로 가득한 어버이 날을 맞이합니다.,10
