id,sentence,label
1,사랑으로 가득한 마음을 전합니다. 언제나 고맙고 사랑합니다.,10
2,"사랑으로 다정한 마음을 담아 올테니, 언제나 행복하시길 바랍니다.",10
3,"사랑의 정성으로 감사를 표현하며, 언제나 건강하시고 행복하세요.",10
4,"사랑에 감사하는 마음으로, 언제나 행복하시길 기원합니다.",10
5,"사랑으로 감동을 전하며, 언제나 행복과 건강을 빕니다.",10
6,"사랑의 정성을 담아, 언제나 고맙고 사랑합니다.",10
7,"사랑과 감사의 마음을 전하며, 언제나 행복과 건강을 빕니다.",10
8,사랑으로 충만한 마음을 전합니다. 언제나 행복하세요.,10
9,"사랑에 감사를 표현하며, 언제나 행복과 건강을 빕니다.",10
10,사랑으로 가득찬 마음을 전합니다. 언제나 고맙고 사랑합니다.,10
11,"사랑과 감사의 마음을 담아, 언제나 행복하시길 바랍니다.",10
12,사랑의 정성으로 고맙다는 말씀을 전합니다. 언제나 건강하세요.,10
13,"사랑으로 감동을 전하며, 언제나 행복과 건강을 빕니다.",10
14,"사랑에 감사하는 마음으로, 언제나 행복하시길 기원합니다.",10
15,"사랑과 감사의 마음을 전하며, 언제나 행복과 건강을 빕니다.",10
16,"사랑의 정성을 담아, 언제나 고맙고 사랑합니다.",10
17,사랑으로 충만한 마음을 전합니다. 언제나 행복하세요.,10
18,"사랑에 감사를 표현하며, 언제나 행복과 건강을 빕니다.",10
19,사랑으로 가득찬 마음을 전합니다. 언제나 고맙고 사랑합니다.,10
20,"사랑과 감사의 마음을 담아, 언제나 행복하시길 바랍니다.",10
21,사랑의 정성으로 고맙다는 말씀을 전합니다. 언제나 건강하세요.,10
22,"사랑으로 감동을 전하며, 언제나 행복과 건강을 빕니다.",10
23,"사랑에 감사하는 마음으로, 언제나 행복하시길 기원합니다.",10
24,"사랑과 감사의 마음을 전하며, 언제나 행복과 건강을 빕니다.",10
25,"사랑의 정성을 담아, 언제나 고맙고 사랑합니다.",10
26,사랑으로 충만한 마음을 전합니다. 언제나 행복하세요.,10
27,"사랑에 감사를 표현하며, 언제나 행복과 건강을 빕니다.",10
28,사랑으로 가득찬 마음을 전합니다. 언제나 고맙고 사랑합니다.,10
29,"사랑과 감사의 마음을 담아, 언제나 행복하시길 바랍니다.",10
30,사랑의 정성으로 고맙다는 말씀을 전합니다. 언제나 건강하세요.,10
31,"사랑으로 감동을 전하며, 언제나 행복과 건강을 빕니다.",10
32,"사랑에 감사하는 마음으로, 언제나 행복하시길 기원합니다.",10
33,"사랑과 감사의 마음을 전하며, 언제나 행복과 건강을 빕니다.",10
34,"사랑의 정성을 담아, 언제나 고맙고 사랑합니다.",10
35,사랑으로 충만한 마음을 전합니다. 언제나 행복하세요.,10
36,"사랑에 감사를 표현하며, 언제나 행복과 건강을 빕니다.",10
37,사랑으로 가득찬 마음을 전합니다. 언제나 고맙고 사랑합니다.,10
38,"사랑과 감사의 마음을 담아, 언제나 행복하시길 바랍니다.",10
39,사랑의 정성으로 고맙다는 말씀을 전합니다. 언제나 건강하세요.,10
40,"사랑으로 감동을 전하며, 언제나 행복과 건강을 빕니다.",10
41,"사랑에 감사하는 마음으로, 언제나 행복하시길 기원합니다.",10
42,"사랑과 감사의 마음을 전하며, 언제나 행복과 건강을 빕니다.",10
43,"사랑의 정성을 담아, 언제나 고맙고 사랑합니다.",10
44,사랑으로 충만한 마음을 전합니다. 언제나 행복하세요.,10
45,"사랑에 감사를 표현하며, 언제나 행복과 건강을 빕니다.",10
46,사랑으로 가득찬 마음을 전합니다. 언제나 고맙고 사랑합니다.,10
47,"사랑과 감사의 마음을 담아, 언제나 행복하시길 바랍니다.",10
48,사랑의 정성으로 고맙다는 말씀을 전합니다. 언제나 건강하세요.,10
49,"사랑으로 감동을 전하며, 언제나 행복과 건강을 빕니다.",10
50,"사랑에 감사하는 마음으로, 언제나 행복하시길 기원합니다.",10
