id,sentence,label
1,내 곁에 있어줘서 고마워. 계속해서 사랑할게.,13
2,당신은 나의 사랑의 빛이야. 기억에 남는 순간들이 많아.,13
3,우리의 사랑은 영원히 변하지 않을 거야. 함께해줘서 고마워.,13
4,당신과 함께한 날들이 너무 소중하고 행복해.,13
5,당신이 내 영혼의 반쪽이야. 우리의 사랑은 영원하리.,13
6,네 미소가 나를 행복하게 해. 당신과의 기념일을 축하하며.,13
7,지금 이 순간에도 네가 내 곁에 있다는 것이 행복해.,13
8,우리의 사랑은 무한한 것 같아. 당신이 내 특별한 기념일이야.,13
9,당신과 함께한 모든 순간이 소중하고 영원할 거야.,13
10,너와 함께 있는 모든 순간이 특별해. 우리의 사랑이 더 깊어지길.,13
11,네 눈빛이 나에게는 전부야. 당신과의 기억을 다시 만들어가며.,13
12,우리의 사랑은 바람에 흩어질 수 없는 묵은 종이처럼.,13
13,당신은 내 가장 아름다운 사랑이야. 영원토록 함께하자.,13
14,서로를 위한 사랑으로 가득찬 우리의 기념일을 축하해.,13
15,우리의 사랑은 어느새 더 깊어져 있다. 당신이 내게 특별한 존재야.,13
16,당신과 함께한 모든 순간이 나에게는 행복의 소중한 기억.,13
17,우리의 사랑은 시간이 흘러도 변하지 않아. 영원하게 사랑해.,13
18,당신과 함께한 이 길이 모두가 맞는 길이라고 느껴져.,13
19,당신과 함께한 모든 순간이 내 인생의 보물이야.,13
20,"우리의 사랑을 기념하는 오늘, 너에게 특별한 말을 전하고 싶어.",13
21,너의 사랑이 나에게는 생명의 원동력이야. 당신이 나의 전부.,13
22,너와 함께한 지난 일년이 정말 소중하고 특별해.,13
23,"영원토록 함께 할 수 있음에 감사하며, 사랑해.",13
24,우리가 함께 걷는 이 길은 끝이 보이지 않을 만큼 아름다워.,13
25,당신의 사랑이 나의 힘이 되어주는 것 같아. 함께한 지난 한 해를 되돌아보며.,13
26,우리의 사랑은 각인처럼 깊게 새겨져 있어. 서로를 향한 마음을 담아.,13
27,당신은 나의 하루의 빛이야. 당신과의 기념일을 축하하며.,13
28,오늘은 어제보다 더욱 사랑스런 당신과의 특별한 날이야.,13
29,당신과 있을 때 행복한 일들로 가득 차있어. 우리의 사랑이 깊어져가는 기념일을 축하해.,13
30,너와 함께 있으면 모든 것이 완벽해지는 것 같아. 당신과 함께한 기억을 되새겨보며.,13
31,우리의 사랑은 시간과 공간을 초월하는 특별한 것이야.,13
32,당신의 손을 잡는 감촉이 늘 따뜻하고 편안해. 함께한 순간들을 회상하며.,13
33,당신과 함께한 지난 날들은 나에게 특별한 의미가 있어.,13
34,너를 만난 건 인생의 가장 큰 축복이야. 너와의 기념일을 맞아.,13
35,당신과 함께한 모든 순간이 내게는 행복의 소중한 기억이야.,13
36,우리의 사랑은 시간이 흘러도 변함없이 깊어지고 있어.,13
37,당신이 내 곁에 있으면 모든 일이 완벽한 것 같아.,13
38,우리의 사랑은 미래를 향해 계속해서 성장해나갈 거야. 함께한 기념일을 축하하며.,13
39,당신과 함께한 지난 한 해는 정말 특별하고 소중했어.,13
40,당신은 나에게는 세상에서 가장 소중한 존재야. 이 특별한 날을 함께하며.,13
41,나의 사랑은 너에게 영원히 속해있어. 우리의 기념일을 축하하며.,13
42,당신과 있으면 행복이 넘쳐나는 것 같아. 너와의 특별한 기념일을 기억하며.,13
43,우리의 사랑은 눈부신 별처럼 빛나고 있어. 서로를 사랑하며.,13
44,"당신이 내게 준 사랑은 영원히 감사하고, 소중히 여길게.",13
45,너와 함께한 모든 순간이 특별하고 소중하게 느껴져.,13
46,"우리가 만난 것은 인연이었고, 사랑으로 이어진 것이야. 함께한 기념일을 축하하며.",13
47,당신은 나의 삶의 전부. 함께한 모든 순간을 회상하며.,13
48,너와의 사랑이 내 인생에 더해지는 큰 축복이야. 함께한 기념일을 되새기며.,13
49,"나의 사랑에 당신의 사랑을 더해가며, 서로를 향한 마음을 전하고 싶어.",13
50,우리의 사랑은 이제 시작에 불과할 뿐. 당신과 함께하는 모든 순간이 소중한 것 같아.,13
