id,sentence,label
1,"함께하는 모든 순간이 행복하고 소중해. 우리의 사랑을 기념하며, 더 높은 곳을 향해 함께 나아가자.",13
2,"당신과 함께하는 모든 순간이 특별하다. 우리의 기념일을 축하하며, 영원한 사랑으로 함께할 거야.",13
3,"함께라는 게 얼마나 큰 힘이 되는지, 우리는 잘 알고 있어. 오늘 기념일을 맞아 더욱 더 강하게 서로를 지지해주자.",13
4,"당신과 함께하는 시간은 나에게 무궁무진한 행복을 주는 순간이야. 우리의 사랑을 기념하며, 더 많은 꿈을 함께 이루는 날이 되길 기대해.",13
5,"함께라면 어떤 어려움이 올지 몰라도, 우리는 더욱 강해지게 될 거야. 오늘은 우리의 사랑을 기념하며, 앞으로의 여정도 함께해보자.",13
6,"당신과 함께한 기억들이 나를 더욱 강하게 만들어줘. 오늘은 우리의 사랑을 기념하며, 더 깊은 사랑을 키워가는 날이 될 거야.",13
7,"함께하는 모든 순간이 나에게는 특별하고 소중한 순간이야. 우리의 기념일을 축하하며, 앞으로도 변함없는 사랑을 나누기를 기대해.",13
8,"함께라는 게 얼마나 큰 축복인지, 너와 함께하는 모든 순간을 통해 깨달았어. 오늘은 우리의 사랑을 기념하며, 새로운 꿈과 희망으로 가득 찬 날을 맞이하자.",13
9,"당신과 함께한 모든 날이 나에게는 특별한 날이야. 오늘은 우리의 사랑을 기념하며, 서로의 키스로 더욱 행복한 순간을 만들어보고 싶어.",13
10,"함께라는 게 얼마나 큰 힘이 되는지, 매 순간을 함께하며 깨달았어. 오늘은 우리의 사랑을 기념하며, 서로를 위로하고 지지하는 날로 만들어보자.",13
11,"당신과 함께하는 모든 순간이 나에게는 특별하고 큰 행복이야. 오늘은 우리의 사랑을 기념하며, 더 강한 사랑으로 함께 한 걸음 더 나아가보자.",13
12,"함께라는 건 얼마나 소중한 것인지를 매번 느낄 수 있게 해줘. 오늘은 우리의 사랑을 축하하며, 새로운 꿈과 희망으로 가득 찬 날을 만들어보자.",13
13,"당신과 함께한 모든 순간이 나에게는 기특한 순간이야. 오늘은 우리의 사랑을 기념하며, 서로가 함께 있는 특별한 순간을 더욱 아껴보고 싶어.",13
14,"함께라는 게 얼마나 큰 힘이 되는지, 우리는 잘 알고 있어. 오늘은 우리의 사랑을 기념하며, 더욱 깊은 사랑을 키워가는 날이 되길 바래.",13
15,"당신과 함께하는 모든 순간이 나에게는 소중하고 특별한 순간이야. 오늘은 우리의 기념일을 축하하며, 서로 다정한 마음으로 함께하는 시간을 더욱 소중히 가지고 싶어.",13
16,"함께라는 건 얼마나 큰 축복인지를 너와 함께하면서 느꼈어. 오늘은 우리의 사랑을 기념하며, 영원한 사랑으로 함께하는 날이 되길 기대해.",13
17,"당신과 함께한 순간들이 나를 웃게 만들어줘. 우리의 사랑을 기념하며, 서로의 품에 안겨 더 행복한 날을 보내보고 싶어.",13
18,"함께하는 모든 순간이 나에게는 소중한 선물이야. 오늘은 우리의 기념일을 축하하며, 서로를 향한 사랑을 더욱 깊이 느껴보고 싶어.",13
19,"함께하는 것이 얼마나 소중한 지를 너와 함께하며 깨달았어. 오늘은 우리의 사랑을 기념하며, 더욱 강한 사랑으로 서로를 지지해주는 날을 만들어보자.",13
20,"당신과 함께하는 모든 순간이 나에게는 큰 행복이야. 오늘은 우리의 사랑을 기념하며, 즐거운 시간을 함께 보내는 날이 되길 기대해.",13
21,"함께하는 것이 얼마나 특별한 일인지, 그 의미를 너와 함께하며 알게 된 거 같아. 오늘은 우리의 사랑을 기념하며, 서로에게 더욱 큰 힘이 되어주는 날로 만들어보자.",13
22,"당신과 함께한 모든 순간이 나에게는 특별한 기억으로 남아. 오늘은 우리의 기념일을 축하하며, 서로의 곁에서 더욱 강한 사랑을 나누는 날이 되길 바래.",13
23,"함께한 순간들이 날 더욱 강하게 만들어줘. 오늘은 우리의 사랑을 기념하며, 함께하는 날들의 소중함을 다시 한 번 느껴보고 싶어.",13
24,"함께하는 모든 순간이 나에게는 큰 지지가 되어줘. 오늘은 우리의 사랑을 기념하며, 함께하는 순간을 더욱 소중하게 만들어보고 싶어.",13
25,"당신과 함께하는 모든 순간이 나에게는 사랑스러운 선물 같아. 오늘은 우리의 기념일을 축하하며, 서로를 지지해주는 사랑스러운 마음을 더욱 깊이 느껴보고 싶어.",13
26,"함께하는 것이 얼마나 소중한지를 너와 함께하며 알 수 있었어. 오늘은 우리의 사랑을 기념하며, 더욱 큰 사랑으로 함께하는 날이 되길 기도해.",13
27,"당신과 함께한 모든 순간이 나에게는 큰 축복이야. 오늘은 우리의 사랑을 기념하며, 서로를 위로하고 지지하는 날로 만들어보고 싶어.",13
28,"함께하는 순간이 나에게는 소중한 기억으로 남아. 오늘은 우리의 기념일을 축하하며, 서로의 마음을 더욱 깊이 공유해보고 싶어.",13
29,"함께 한 것이 얼마나 소중한 일인지, 그 의미를 함께하며 깨달았어. 오늘은 우리의 사랑을 기념하며, 더욱 강한 사랑으로 서로를 지지해주는 날을 만들어보자.",13
30,"당신과 함께하는 모든 순간이 나에게는 큰 행복이야. 오늘은 우리의 사랑을 기념하며, 함께하는 날들의 소중함을 다시 한 번 느껴보고 싶어.",13
31,"함께한 순간들이 날 더욱 강하게 만들어줘. 오늘은 우리의 기념일을 축하하며, 함께하는 순간을 더욱 소중하게 만들어보고 싶어.",13
32,"함께하는 모든 순간이 나에게는 큰 지지가 되어줘. 오늘은 우리의 사랑을 기념하며, 함께하는 순간을 더욱 소중하게 만들어보고 싶어.",13
33,"당신과 함께하는 모든 순간이 나에게는 사랑스러운 선물 같아. 오늘은 우리의 기념일을 축하하며, 서로를 지지해주는 사랑스러운 마음을 더욱 깊이 느껴보고 싶어.",13
34,"함께하는 것이 얼마나 소중한지를 너와 함께하며 알 수 있었어. 오늘은 우리의 사랑을 기념하며, 더욱 큰 사랑으로 함께하는 날이 되길 기도해.",13
35,"당신과 함께한 모든 순간이 나에게는 큰 축복이야. 오늘은 우리의 사랑을 기념하며, 서로를 위로하고 지지하는 날로 만들어보고 싶어.",13
36,"함께하는 순간이 나에게는 소중한 기억으로 남아. 오늘은 우리의 기념일을 축하하며, 서로의 마음을 더욱 깊이 공유해보고 싶어.",13
37,"함께 한 것이 얼마나 소중한 일인지, 그 의미를 함께하며 깨달았어. 오늘은 우리의 사랑을 기념하며, 더욱 강한 사랑으로 서로를 지지해주는 날을 만들어보자.",13
38,"당신과 함께하는 모든 순간이 나에게는 큰 행복이야. 오늘은 우리의 사랑을 기념하며, 함께하는 날들의 소중함을 다시 한 번 느껴보고 싶어.",13
39,"함께한 순간들이 날 더욱 강하게 만들어줘. 오늘은 우리의 기념일을 축하하며, 함께하는 순간을 더욱 소중하게 만들어보고 싶어.",13
40,"함께하는 모든 순간이 나에게는 큰 지지가 되어줘. 오늘은 우리의 사랑을 기념하며, 함께하는 순간을 더욱 소중하게 만들어보고 싶어.",13
41,"당신과 함께하는 모든 순간이 나에게는 사랑스러운 선물 같아. 오늘은 우리의 기념일을 축하하며, 서로를 지지해주는 사랑스러운 마음을 더욱 깊이 느껴보고 싶어.",13
42,"함께하는 것이 얼마나 소중한지를 너와 함께하며 알 수 있었어. 오늘은 우리의 사랑을 기념하며, 더욱 큰 사랑으로 함께하는 날이 되길 기도해.",13
43,"당신과 함께한 모든 순간이 나에게는 큰 축복이야. 오늘은 우리의 사랑을 기념하며, 서로를 위로하고 지지하는 날로 만들어보고 싶어.",13
44,"함께하는 순간이 나에게는 소중한 기억으로 남아. 오늘은 우리의 기념일을 축하하며, 서로의 마음을 더욱 깊이 공유해보고 싶어.",13
45,"함께 한 것이 얼마나 소중한 일인지, 그 의미를 함께하며 깨달았어. 오늘은 우리의 사랑을 기념하며, 더욱 강한 사랑으로 서로를 지지해주는 날을 만들어보자.",13
