id,sentence,label
1,당신과 함께하는 모든 순간이 내게는 소중한 선물이에요. 사랑해요.,13
2,당신의 미소가 나의 하루를 밝혀줘. 사랑해요.,13
3,당신과 함께라면 어떤 날도 특별한 날이 될 것 같아요. 사랑해요.,13
4,내 곁에 있어줘서 고마워요. 당신을 사랑해요.,13
5,당신과 함께하는 시간은 마치 꿈같아요. 사랑해요.,13
6,우리의 사랑은 시간이 흘러도 변하지 않을 거예요.,13
7,당신과 함께하는 모든 순간이 나에게는 소중한 기억이에요. 사랑해요.,13
8,당신과 함께 있는 지금 이 순간이 가장 행복해요. 사랑해요.,13
9,당신을 만난 순간부터 내 인생은 완전히 달라졌어요. 사랑해요.,13
10,당신과 함께하는 날들이 나에게는 최고의 선물이에요. 사랑해요.,13
11,당신과 함께하는 모든 날이 나에게는 소중한 기억이에요. 사랑해요.,13
12,당신의 온정과 사랑이 나를 더욱 강하게 만들어줘요.,13
13,당신의 눈동자에 담긴 사랑을 느낄 수 있어 행복해요. 사랑해요.,13
14,당신을 만나서 내 삶이 풍요로워졌어요. 사랑해요.,13
15,당신과 함께하는 모든 순간이 나에게는 소중한 기회가 되어요. 사랑해요.,13
16,나는 당신과의 만남을 영원히 기억할 거예요. 사랑해요.,13
17,당신과 함께 있는 모든 순간이 나에게는 특별한 순간이에요. 사랑해요.,13
18,당신의 온정과 사랑이 내 마음을 녹여줘요. 사랑해요.,13
19,당신과의 만남은 내 인생에서 가장 큰 선물이에요. 사랑해요.,13
20,당신과 함께하는 모든 날이 나에게는 특별한 의미가 있어요. 사랑해요.,13
21,나는 당신과 함께하는 모든 순간이 특별한 계절이라고 생각해요. 사랑해요.,13
22,당신의 손을 잡으면 모든 고통과 어려움이 사라져요. 사랑해요.,13
23,당신과 함께하는 하루하루가 내게는 소중한 보물이에요. 사랑해요.,13
24,당신과의 사랑으로 인해 내 삶이 더욱 풍요로워졌어요. 사랑해요.,13
25,당신과 함께 있는 모든 순간이 나에게는 특별한 선물이에요. 사랑해요.,13
26,당신과의 만남은 내 인생의 가장 큰 축복이에요. 사랑해요.,13
27,당신의 사랑은 나를 더욱 강하게 만들어줘요. 사랑해요.,13
28,당신과 함께하는 모든 날이 나에게는 특별한 날이에요. 사랑해요.,13
29,당신의 온정과 사랑이 나를 더욱 따뜻하게 만들어줘요. 사랑해요.,13
30,당신을 만나서 내 삶이 더욱 풍요로워졌어요. 사랑해요.,13
31,당신과의 만남은 내 인생에서 가장 크고 소중한 선물이에요. 사랑해요.,13
32,당신과 함께하는 모든 순간이 나에게는 특별한 기회가 되어요. 사랑해요.,13
33,나는 당신과의 만남을 영원히 기억할 거예요. 사랑해요.,13
34,당신과 함께하는 모든 날이 나에게는 소중한 기억이에요. 사랑해요.,13
35,당신과 함께하는 모든 날이 나에게는 특별한 의미를 갖고 있어요. 사랑해요.,13
36,당신의 온정과 사랑이 나를 더욱 강하게 만들어줘요. 사랑해요.,13
37,당신의 눈길에 나의 행복이 넘쳐흐려요. 사랑해요.,13
38,나는 당신과의 만남으로 인해 더욱 풍요로워졌어요. 사랑해요.,13
39,당신과의 모든 순간이 나에게는 소중한 기회가 되어요. 사랑해요.,13
40,당신과 함께하는 모든 날이 나에게는 특별한 날이에요. 사랑해요.,13
41,당신을 만나서 내 삶이 더욱 풍요로워졌어요. 사랑해요.,13
42,당신과 함께하는 모든 순간이 나에게는 특별한 선물이에요. 사랑해요.,13
43,당신과의 만남은 내 인생에서 가장 큰 선물이에요. 사랑해요.,13
44,당신의 사랑은 나를 더욱 강하게 만들어줘요. 사랑해요.,13
45,당신에게 말하지 않아도 당신을 사랑한다는 걸 느낄 수 있어 행복해요.,13
46,당신과 함께하는 모든 순간이 나에게는 소중한 기회가 되어요. 사랑해요.,13
47,당신과의 만남으로 인해 나의 인생은 더욱 풍요로워졌어요. 사랑해요.,13
48,당신과 함께하는 모든 날이 나에게는 특별한 선물이에요. 사랑해요.,13
49,당신과 함께하는 모든 순간이 나에게는 소중한 기회가 되어요. 사랑해요.,13
50,당신과의 만남은 내 인생에서 가장 큰 축복이에요. 사랑해요.,13
