id,sentence,label
1,"세상에서 가장 소중한 어머니, 아버지께 감사드립니다.",10
2,엄마 아빠! 항상 고맙습니다.,10
3,"사랑하는 부모님, 언제나 감사합니다.",10
4,엄마 아빠! 마음속에 항상 담고 있어요.,10
5,"가장 아끼는 엄마 아빠, 사랑합니다.",10
6,"부모님, 항상 편히 쉬어주세요.",10
7,"사랑하는 엄마 아빠, 건강하세요.",10
8,부모님께 감사드립니다. 항상 힘내시길 바랍니다.,10
9,"어버이 날, 부모님과 함께 기쁜 시간 보내길 바래요.",10
10,"엄마 아빠, 건강이 최고입니다. 항상 챙겨주세요.",10
11,"부모님께 감사드리며, 사랑합니다.",10
12,"부모님, 사랑합니다. 언제나 행복하시길 바랍니다.",10
13,"부모님, 감사드립니다. 사랑합니다.",10
14,"부모님, 항상 행복하시길 바래요. 사랑합니다.",10
15,"엄마 아빠, 사랑합니다. 힘내세요.",10
16,"부모님, 고맙습니다. 항상 미소 지으세요.",10
17,"부모님, 언제나 고맙습니다. 사랑합니다.",10
18,"엄마 아빠, 마음이 따뜻해져요. 감사합니다.",10
19,부모님께 감사드립니다. 사랑합니다.,10
20,"엄마 아빠, 언제나 제 곁에 있어주세요. 사랑합니다.",10
21,"부모님, 사랑합니다. 항상 행복하길 바랍니다.",10
22,엄마 아빠께 감사드립니다. 언제나 사랑합니다.,10
23,사랑하는 엄마 아빠께 감사드립니다. 항상 고맙습니다.,10
24,"엄마 아빠, 정말 사랑합니다. 감사합니다.",10
25,부모님께 감사드립니다. 사랑합니다.,10
