id,sentence,label
1,과거의 모든 고생과 희생에 감사를 표합니다.,10
2,매 순간을 함께 보내는 것이 위로가 되는 그런 날이길 바랍니다.,10
3,나에게 힘이 되어주신 모든 것에 감사 드립니다.,10
4,오래도록 영원한 사랑을 함께 느끼고 싶습니다.,10
5,함께한 날들이 행복한 기억으로 남아 있습니다.,10
6,감사함을 담아 향유할 수 있는 그런 맑고 축복받은 날이랍니다.,10
7,늘 마음 속으로 당신만을 담아 두고 싶습니다.,10
8,함께한 모든 세월이 오래도록 이어지길 기원합니다.,10
9,"땀과 눈물이 어린 나날들, 그 모든 것에 감사를 전합니다.",10
10,함께한 시간을 소중히 여기며 감사함을 전합니다.,10
11,지금 이 시간을 행복한 시간으로 만들어 준 것에 감사합니다.,10
12,덕분에 선물같은 행복한 날이네요.,10
13,함께여서 더 힘이 나고 행복한 것 같습니다.,10
14,"함께한 모든 순간이 귀하고, 소중하고, 감사한 시간이었습니다.",10
15,항상 슬픔과 기쁨을 함께 나누고 싶습니다.,10
16,그댈 만난 순간부터 나의 세상이 아름다워졌습니다.,10
17,"너무 고마워요, 그저 고맙다고 말할 수밖에 없습니다.",10
18,곁에서 응원해주신 모든 것에 감사를 표합니다.,10
19,모든 게 너무나 소중하고 감동적이길 바랍니다.,10
20,영원토록 소중한 사람으로 남아주세요.,10
21,함께한 모든 날이 행복한 일들로 가득했습니다.,10
22,"내 곁에 있어주셔서 감사합니다, 그리고 또 고맙습니다.",10
23,영원한 변함없는 사랑으로 함께해주실 수 있길 바랍니다.,10
24,언제나 당신의 곁에서 행복한 나날이 계속되길 기원합니다.,10
25,서로의 손을 잡아 힘을 실어주며 함께 걸어가고 싶습니다.,10
26,오래도록 행복한 일들이 많이 눈에 들어오길 바랍니다.,10
27,당신의 따뜻한 사랑이 나의 힘이 되었습니다.,10
28,곁에 있는 것만으로도 힘이 되는 그런 영원한 사랑이길 바랍니다.,10
29,감사한 마음을 담아 이렇게 글을 써봅니다.,10
30,오늘도 마음속에 당신과 함께하며 감사를 전합니다.,10
31,오랜 세월을 곁에서 함께할 수 있기를 기원합니다.,10
32,함께한 시간이 무한하게 이어진다면 얼마나 좋을까요.,10
33,당신이 있어서 내 삶이 더욱 풍요로워져서 감사합니다.,10
34,함께한 순간들이 나에게 큰 힘이 되었습니다.,10
35,항상 당신만을 의지하고 싶습니다.,10
36,함께한 모든 시간이 곧 나의 선물입니다.,10
37,이런 유난히 특별한 날에 당신이 곁에 계셔주셔서 감사합니다.,10
38,그댈 만나서 행복한 것은 정말 행운이었습니다.,10
39,당신이 있어서 내일이 또 한 번 기대되네요.,10
40,어버이님과 있을 때 가장 큰 행복을 느꼈습니다.,10
41,당신이 내 곁에 있어서 너무나 행복합니다.,10
42,영원토록 오늘 같은 행복을 누릴 수 있다면 얼마나 좋을까요.,10
43,당신의 따뜻함이 나의 가장 큰 힘이었습니다.,10
44,오늘도 함께하며 감사함을 전하고 싶습니다.,10
45,함께한 날들이 항상 빛나게 해주셔서 감사합니다.,10
46,오늘도 당신과 함께라서 정말 감사합니다.,10
47,당신을 만난 순간부터 나의 세상이 너무나 아름다워졌습니다.,10
48,항상 당신이 함께해주면 웃을 수 있는 그런 날이렇습니다.,10
49,"내 곁에서 떠나지 말아주세요, 항상 감사합니다.",10
50,함께한 모든 순간이 소중하고 보람찬 날들이었습니다.,10
