id,sentence,label
1,미래가 빛나는 너의 졸업을 진심으로 축하해요.,9
2,이제 시작하는 새로운 여정도 멋지게 걸어나가길 바라요!,9
3,"당신의 성공적인 졸업을 환영하며, 축하해요!",9
4,앞날이 기대되는 너의 졸업을 축하해요!,9
5,꿈과 열정이 담긴 졸업을 진심으로 축하해요.,9
6,끝나지 않는 도전으로 가득한 졸업식을 축하해요!,9
7,"졸업을 축하하며, 너의 미래를 응원할게!",9
8,"졸업의 성취를 축하하며, 당신을 응원해요!",9
9,"너의 훌륭한 성과를 축하하며, 미래를 응원해요!",9
10,"졸업을 축하하며, 미래의 여정이 더욱 빛나길 바라요!",9
11,"앞으로의 성공을 응원하며, 졸업을 축하해요!",9
12,너의 성공적인 졸업을 진심으로 축하해요!,9
13,"축하의 박수와 함께, 너의 졸업을 축하해요!",9
14,"미래를 향한 새로운 시작을 축하하며, 졸업 축하해요!",9
15,"너의 성공을 축하하며, 앞으로의 여정을 응원해요!",9
16,"당신의 빛나는 미래를 축하하며, 졸업을 응원할게!",9
17,"졸업을 축하하며, 당신의 미래를 지지해요!",9
18,"앞으로의 도전을 응원하며, 졸업 축하의 의미를 전해요!",9
19,"너의 성공을 축하하며, 졸업의 의미를 함께 나누어요!",9
20,"당신의 미래를 함께 응원하며, 졸업을 축하해요!",9
21,"미래의 성공을 기대하며, 졸업을 진심으로 축하해요!",9
22,"너의 노력과 열정을 축하하며, 졸업을 응원해요!",9
23,"당신의 졸업을 축하하며, 앞으로의 도전을 응원해요!",9
24,"성공적인 졸업을 축하하며, 새로운 시작을 응원해요!",9
25,"너의 미래가 밝기를 바라며, 졸업을 축하해요!",9
26,"당신의 미래를 응원하며, 졸업을 축하해요!",9
27,"성공적인 졸업을 축하하며, 더 큰 성취를 기대해요!",9
28,"빛나는 미래로 나아가는 너를 축하하며, 졸업을 응원해요!",9
29,"졸업을 축하하며, 당신에게 나는 응원의 빛이 되어줄게!",9
30,"앞으로의 여정을 함께 응원하며, 졸업을 축하해요!",9
31,"당신의 미래를 함께 기대하며, 졸업을 축하해요!",9
32,"너의 졸업을 축하하며, 새로운 시작을 응원해요!",9
33,"성공적인 졸업을 축하하며, 더 나아가는 모습을 응원해요!",9
34,"빛날 네 미래를 열망하며, 졸업을 축하해요!",9
35,"너의 미래를 응원하며, 졸업의 성취를 축하해요!",9
36,"당신의 훌륭한 성공을 축하하며, 졸업을 응원해요!",9
37,"앞으로의 도전을 함께 믿으며, 졸업을 축하해요!",9
38,"너의 미래를 응원하며, 졸업을 축하해요!",9
39,"당신의 졸업을 축하하며, 새로운 시작을 응원해요!",9
40,"성공적인 졸업을 기념하며, 새로운 가장의 성공을 기대해요!",9
41,"미래가 기대되는 너를 축하하며, 졸업의 성취를 응원해요!",9
42,"졸업을 축하하며, 당신에게 새로운 성공이 있기를 바라요!",9
43,"앞으로의 여정이 새롭게 시작될 때, 졸업을 축하하며 응원해요!",9
44,"탄탄했던 졸업 과정을 축하하는 한편, 앞으로를 응원하기를 바라요!",9
45,"졸업의 의미를 함께 나누며, 당신의 훌륭한 성공을 축하해요!",9
46,"너의 졸업을 축하하며, 미래의 여정을 지지해요!",9
47,"성공적인 졸업을 축하하며, 당신의 미래에 밝은 빛을 빌어요!",9
48,"당신의 열정에 박수를 보내며, 졸업을 진심으로 축하해요!",9
49,"졸업을 축하하며, 당신의 멋진 미래를 응원할게!",9
50,"졸업의 축하와 함께, 당신의 미래에 밝은 빛이 있기를 바라요!",9
