id,sentence,label
1,졸업을 축하합니다! 이제 시작하는 새로운 여정을 응원합니다.,9
2,"학업을 마치고 졸업하는 당신, 힘든 길 끝에 행복한 미래가 기다리고 있습니다.",9
3,졸업은 새로운 시작이자 새로운 도전입니다. 모든 것이 잘될 거라 믿습니다.,9
4,오랜 시간을 헌신하며 얻은 졸업의 성취를 축하합니다. 미래가 밝은 당신을 응원합니다.,9
5,졸업은 새로운 성공의 시작입니다. 당신은 훌륭한 졸업을 이뤘습니다. 축하해요!,9
6,당신의 미래는 밝고 행복할 것입니다. 졸업을 축하하며 새로운 시작을 응원합니다.,9
7,졸업을 축하합니다! 당신의 노력과 열정이 결실을 맺었습니다. 행운을 빕니다.,9
8,"당신의 꿈과 염원이 이루어지는 순간입니다. 축하합니다, 졸업 잘 하셨어요!",9
9,가슴 가득한 축하의 마음을 담아 졸업을 축하합니다. 당신은 훌륭한 졸업을 이뤘습니다!,9
10,졸업을 축하합니다! 미래는 아름다운 출발을 기다립니다. 행운을 빕니다.,9
11,당신의 노력과 열정이 결실을 맺었습니다. 졸업을 축하합니다. 행운이 함께하길 바랍니다.,9
12,졸업을 축하합니다! 당신의 미래는 밝고 행복할 것입니다. 새로운 도전을 응원합니다.,9
13,당신의 미래가 밝고 행복하기를 바라며 졸업을 축하합니다. 새로운 시작을 응원합니다.,9
14,지금까지의 노력이 결실을 맺었습니다. 졸업을 축하합니다! 행운이 늘 함께하기를 바랍니다.,9
15,졸업을 축하합니다! 당신이 향하는 길은 행복과 성공으로 가득할 것입니다. 행운을 빕니다.,9
16,축하해요! 당신의 노력과 열정이 결실을 맺어 졸업을 이뤄냈어요. 미래가 밝습니다.,9
17,졸업을 축하합니다! 당신은 훌륭한 성과를 이뤘습니다. 행운이 늘 함께하기를 바랍니다.,9
18,당신이 오랜 시간을 헌신하여 이룬 졸업을 축하합니다. 미래가 밝고 행복하길 바랍니다.,9
19,졸업을 축하합니다! 당신의 노력과 열정이 결실을 맺었습니다. 미래가 밝게 비춰질 것입니다.,9
20,졸업을 축하합니다! 당신은 훌륭한 졸업을 이뤘습니다. 향후의 성공을 응원합니다.,9
21,졸업을 축하합니다! 새로운 시작을 맞이하여 행복하고 밝은 미래를 만들어가길 기원합니다.,9
22,축하해요! 당신의 졸업은 새로운 시작의 시작입니다. 미래가 밝고 행복하길 기원합니다.,9
23,졸업을 축하합니다! 당신이 향하는 길은 밝고 환히 빛날 것입니다. 미래를 응원합니다.,9
24,당신이 오랜 노력 끝에 이룬 졸업을 축하합니다. 당신의 미래는 밝을 것입니다.,9
25,졸업을 축하합니다! 당신의 훌륭한 성과를 기념하며 행운과 행복을 빌어줍니다.,9
26,졸업을 축하합니다! 새로운 시작을 맞이하며 행복을 찾아가길 바랍니다.,9
27,당신의 노력과 열정이 결실을 맺어 졸업을 이뤘습니다. 축하합니다! 행운을 빕니다.,9
28,졸업을 축하합니다! 당신의 꿈과 희망이 이뤄질 수 있는 새로운 시작을 응원합니다.,9
29,축하합니다! 당신의 노력이 결실을 맺어 졸업을 이루었습니다. 미래를 밝혀가길 기원합니다.,9
30,졸업을 축하합니다! 미래에 당신을 기대하며 새로운 시작을 응원합니다. 축하해요!,9
31,졸업을 축하합니다! 당신이 얻은 성과와 경험을 통해 앞으로의 여정이 더욱 밝아질 것입니다.,9
32,당신의 졸업을 축하합니다! 미래가 행복과 성공으로 가득하길 바라며 행운을 빕니다.,9
33,졸업을 축하합니다! 새로운 도전에 앞으로 당당히 들어가며 행운이 함께하기를 바랍니다.,9
34,축하합니다! 당신이 이룬 졸업은 더 큰 성공을 향한 첫 발걸음입니다. 미래가 밝습니다.,9
35,졸업을 축하합니다! 당신의 훌륭한 성과를 축하하며 행운이 늘 함께하기를 바랍니다.,9
36,졸업을 축하합니다! 새로운 시작에서 행복과 성공이 함께하길 바랍니다. 축하해요!,9
37,당신의 훌륭한 졸업을 축하합니다! 미래가 밝은 길을 보여줄 것입니다. 행운을 빕니다.,9
38,졸업을 축하합니다! 새로운 도전을 향해 당당한 발걸음을 보내길 바랍니다. 축하합니다.,9
39,졸업을 축하합니다! 새로운 성공의 시작을 맞이하여 행운을 빕니다. 축하합니다!,9
40,축하합니다! 당신의 졸업은 훌륭한 성과를 시현하는 순간입니다. 행운이 함께하길 바랍니다.,9
41,졸업을 축하합니다! 당신의 훌륭한 성과를 축하하며 새로운 여정을 응원합니다.,9
42,졸업을 축하합니다! 당신이 걸어온 길은 이제 시작에 불과합니다. 행운을 빕니다.,9
43,졸업을 축하합니다! 당신의 훌륭한 성과를 축하하며 미래가 더욱 밝아질 것입니다.,9
44,축하합니다! 당신의 노력과 열정이 결실을 맺어 졸업을 이뤘습니다. 행운을 빕니다.,9
45,졸업을 축하합니다! 당신의 미래는 밝고 행복할 것입니다. 새로운 시작을 응원합니다.,9
46,당신의 졸업을 축하합니다! 미래가 행복과 성공으로 가득하길 바라며 행운을 빕니다.,9
47,졸업을 축하합니다! 당신의 노력과 열정이 결실을 맺어 새로운 시작을 응원합니다.,9
48,졸업을 축하합니다! 새로운 시작에서 행복과 성공을 만나길 바랍니다. 축하해요!,9
49,당신이 이룬 졸업을 축하합니다! 당신을 위한 더 많은 성공과 행운을 빕니다.,9
50,졸업을 축하합니다! 당신의 훌륭한 성과가 더 큰 성공으로 이어질 것입니다. 행운빕니다.,9
