id,sentence,label
알겠어요,"1부터 50까지의 번호를 가지고, 문장을 생성하고, 마지막에 '축하' 레이블을 부여할게요. 아래는 생성된 졸업 축하 문구입니다:",9
1,지금부터 가장 멋진 시작을 하게 됐어요. 축하합니다!,9
2,당신의 졸업은 성공의 시작입니다. 축하합니다!,9
3,미래는 더 밝고 행복할 것입니다. 축하해요!,9
4,"졸업을 축하하며, 빛나는 미래가 기다리고 있어요!",9
5,이제 당신은 새로운 모험을 시작할 준비가 돼 있습니다. 축하해요!,9
6,용감하고 힘이 넘치는 당신에게 축하의 메세지를 보냅니다!,9
7,졸업 축하해요! 당신은 정말 대단해요.,9
8,"새로운 시작을 축하하며, 당신의 빛나는 미래를 응원해요!",9
9,"무한한 가능성과 행복을 기대하며, 축하합니다!",9
10,이제 당신은 세상을 변화시키는 일들에 참여하게 될 거예요. 축하해요!,9
11,당신의 미래는 밝고 찬란할 것입니다. 축하합니다!,9
12,당신은 꿈을 이루기 위한 첫 걸음을 떠났어요. 축하합니다!,9
13,당신의 열정과 노력이 결실을 맺었어요. 축하해요!,9
14,"당신의 미래에 가득한 행복을 축하하며, 최고에요!",9
15,뛰어난 업적과 미래를 향한 자신감을 축하합니다!,9
16,"당신의 빛나는 미래를 응원하며, 축하합니다!",9
17,이제 당신은 성공에 한 발짝 더 다가갔어요. 축하합니다!,9
18,당신의 성공과 행복을 축하드립니다. 최고에요!,9
19,당신은 무한한 가능성을 품고 있는 반짝이는 별이에요. 축하합니다!,9
20,이제 당신은 꿈을 향해 나아가는 모험을 시작했어요. 축하합니다!,9
21,"졸업을 축하하며, 당신의 뜻과 열정을 응원해요!",9
22,"성공을 향한 여정을 축하하며, 함께 응원하고 있어요!",9
23,졸업 축하해요! 당신은 정말 놀라운 사람이에요.,9
24,당신의 앞날은 밝고 아름다울 것입니다. 축하해요!,9
25,새로운 모험을 축하합니다. 당신은 훌륭한 모험가에요!,9
26,당신의 꿈이 이루어지는 그 순간을 축하합니다. 최고에요!,9
27,끊임없는 노력과 열정이 결실을 맺었어요. 축하합니다!,9
28,놀라운 성취와 희망에 축하의 메세지를 전합니다!,9
29,미래에 대한 자신감과 희망으로 축하합니다!,9
30,당신은 성공의 문을 열기 위한 열쇠를 가지고 있어요. 축하합니다!,9
31,"새로운 시작을 축하하며, 당신에게 응원의 손길을 전해요.",9
32,당신의 밝은 미래를 축하합니다. 당신은 정말 대단해요!,9
33,"당신의 성공과 행복을 축하하며, 항상 응원할게요!",9
34,"당신의 꿈을 향한 여정을 응원하며, 축하합니다!",9
35,미래에 대한 비전과 열정에 축하의 말을 전해요!,9
36,당신의 행복한 미래를 축하합니다. 최고에요!,9
37,"당신에게 행운과 성공이 함께하기를 바라며, 축하합니다!",9
38,"눈부시게 빛나는 성과를 축하하며, 최고에요!",9
39,당신의 미래를 밝고 행복한 일들로 가득하기를 기원해요. 축하합니다!,9
40,"당신의 성공을 축하하며, 뜻하는 대로 모든 일이 되길 바랍니다!",9
41,"졸업을 축하하며, 당신의 미래에 기쁨과 행복이 가득하기를 바랍니다!",9
42,당신의 미래는 밝고 환한 빛으로 가득할 거예요. 축하합니다!,9
43,당신은 미래의 주인공이 될 것입니다. 축하합니다!,9
44,빛나는 미래를 향한 여정을 축하합니다. 최고에요!,9
45,당신의 꿈을 이루는 순간을 축하합니다. 축하해요!,9
46,졸업 축하해요! 당신은 정말 대단한 분이에요.,9
47,"당신의 성공과 행복을 축하하며, 당신의 여정을 응원해요!",9
48,당신의 미래에 바람직한 성취와 환한 빛을 축하합니다!,9
49,"당신의 빛나는 미래를 응원하며, 항상 응원할게요!",9
50,"이제 새로운 시작을 축하하며, 당신의 미래가 밝고 행복하기를 기원해요. 축하!",9
레이블은 '축하'로 되어있습니다,이렇게 50개의 졸업 축하 문구를 생성해드렸어요. 좋은 졸업식이 되기를 바래요!,9
