id,sentence,label
1,행복한 스승의 날 되세요. 항상 감사합니다.,10
2,"선생님, 항상 행복하시고 건강하세요. 감사합니다.",10
3,스승님의 가르침으로 행복한 세상을 만들어갑니다. 감사합니다.,10
4,행복이 가득한 스승의 날 되세요. 항상 고맙습니다.,10
5,"선생님, 행복하고 건강하게 계시길 바랍니다. 항상 감사합니다.",10
6,스승님의 가르침으로 행복한 인생을 살아갑니다. 감사합니다.,10
7,행복한 스승의 날이 되시길 바랍니다. 항상 감사합니다.,10
8,"선생님, 행복과 건강이 가득하시길 바랍니다. 감사합니다.",10
9,스승님의 가르침으로 행복한 하루를 보냅니다. 감사합니다.,10
10,행복이 넘치는 스승의 날을 맞이하세요. 항상 고맙습니다.,10
11,"선생님, 행복과 건강을 가득 받으시길 바랍니다. 항상 감사합니다.",10
12,스승님의 지혜로 행복한 삶을 살아갑니다. 감사합니다.,10
13,행복한 스승의 날을 축하드립니다. 항상 감사합니다.,10
14,"선생님, 행복과 건강이 함께하시길 바랍니다. 감사합니다.",10
15,스승님의 가르침으로 행복한 순간을 만들어갑니다. 감사합니다.,10
16,행복한 스승의 날을 맞이하시길 바랍니다. 항상 감사합니다.,10
17,"선생님, 행복하고 건강한 하루를 보내세요. 항상 감사합니다.",10
18,스승님의 지혜와 사랑으로 행복한 삶을 살아갑니다. 감사합니다.,10
19,행복한 스승의 날을 축복합니다. 항상 감사합니다.,10
20,"선생님, 행복과 건강이 함께하시길 빕니다. 감사합니다.",10
21,스승님의 가르침으로 행복한 순간을 만들어갑니다. 감사합니다.,10
22,행복과 행운이 함께하는 스승의 날을 맞이하시길 바랍니다. 항상 감사합니다.,10
23,"선생님, 행복한 순간을 만들어내는 스승이 되시길 바랍니다. 감사합니다.",10
24,스승님의 사랑으로 행복한 삶을 살아갑니다. 감사합니다.,10
25,"행복한 스승의 날을 맞이하시고, 늘 즐겁고 행복하십시오. 항상 감사합니다.",10
26,"선생님, 행복과 건강이 함께하는 하루가 되시길 바랍니다. 감사합니다.",10
27,스승님의 가르침으로 행복한 순간을 만들어갑니다. 감사합니다.,10
28,행복한 스승의 날을 축복합니다. 항상 감사합니다.,10
29,"선생님, 행복과 건강이 함께하는 하루가 되시길 바랍니다. 감사합니다.",10
30,스승님의 지혜와 사랑으로 행복한 삶을 살아갑니다. 감사합니다.,10
31,행복한 스승의 날을 축하합니다. 항상 감사합니다.,10
32,"선생님, 행복과 건강이 함께하는 하루를 보내세요. 감사합니다.",10
33,스승님의 가르침으로 행복한 순간을 만들어갑니다. 감사합니다.,10
34,행복한 스승의 날을 맞이하세요. 항상 감사합니다.,10
35,"선생님, 행복과 건강이 함께하는 하루가 되시길 바랍니다. 감사합니다.",10
36,스승님의 지혜와 사랑으로 행복한 삶을 살아갑니다. 감사합니다.,10
37,행복한 스승의 날을 축하합니다. 항상 감사합니다.,10
38,"선생님, 행복하고 건강한 하루가 되시길 바랍니다. 감사합니다.",10
39,스승님의 가르침으로 행복한 순간을 만들어갑니다. 감사합니다.,10
40,"행복한 스승의 날을 맞이하시고, 항상 행복한 순간을 만들어내는 선생님이 되세요. 항상 감사합니다.",10
41,"선생님, 행복과 건강이 함께하는 스승의 날을 맞이하시길 바랍니다. 감사합니다.",10
42,스승님의 지혜와 가르침으로 행복한 삶을 살아갑니다. 감사합니다.,10
43,행복한 스승의 날을 축복합니다. 항상 감사합니다.,10
44,"선생님, 행복과 건강이 함께하는 하루를 보내세요. 항상 감사합니다.",10
45,스승님의 가르침으로 행복한 순간을 만들어갑니다. 감사합니다.,10
46,행복한 스승의 날을 맞이하세요. 항상 감사합니다.,10
47,"선생님, 행복과 건강이 함께하는 하루가 되시길 바랍니다. 감사합니다.",10
48,스승님의 지혜와 사랑으로 행복한 삶을 살아갑니다. 감사합니다.,10
49,행복한 스승의 날을 축하합니다. 항상 감사합니다.,10
50,"선생님, 행복하고 건강한 하루를 보내시길 바랍니다. 항상 감사합니다.",10
