id,sentence,label
1,"감사의 뜻을 배우게 해주신 스승님, 스승의 날을 진심으로 축하합니다.",10
2,스승님의 가르침에 감사하며 스승의 날을 축하합니다.,10
3,스승님의 따뜻한 사랑과 가르침에 감사하며 항상 기억하고 있습니다.,10
4,스승님의 무한한 인도와 지혜에 감사드리며 스승의 날을 축하합니다.,10
5,저에게 빛과 희망을 안 주신 스승님께 깊은 감사를 드립니다.,10
6,스승님의 끝없는 관심과 사랑에 감사하며 항상 감사의 마음을 가지겠습니다.,10
7,스승님께 배우고 배워서 자라왔기에 더할 나위 없는 감사를 표합니다.,10
8,스승님의 따뜻한 웃음과 가르침에 감사하며 스승의 날을 축하합니다.,10
9,스승님의 정성과 인도에 깊은 감사를 표하며 스승의 날을 축하합니다.,10
10,스승님의 지혜와 인도에 넋을 빼앗기는 감사한 스승의 날이 되길 기원합니다.,10
11,스승님의 지혜와 인도에 무한한 감사를 표합니다.,10
12,스승님의 가르침은 저에게 큰 보탬이 되었습니다. 감사합니다.,10
13,스승님께서 가르쳐 주신 모든 것에 진심으로 감사드립니다.,10
14,스승님의 인도와 도움에 영원토록 감사하겠습니다.,10
15,스승님의 가르침으로 저는 더 나은 사람이 되었습니다. 진심으로 감사합니다.,10
16,스승님의 멋진 가르침에 감사드립니다. 스승의 날을 축하합니다.,10
17,스승님의 온정과 인도에 감사하며 스승의 날을 진심으로 축하합니다.,10
18,스승님의 인내와 가르침에 저는 더 나은 사람이 되었습니다. 감사합니다.,10
19,스승님의 지혜와 사랑에 감사하며 스승의 날을 진심으로 축하합니다.,10
20,스승님의 무한한 인도와 따뜻한 사랑에 감사드립니다.,10
21,스승님의 지혜로운 가르침에 깊은 감사를 표합니다. 스승의 날을 축하합니다.,10
22,스승님의 섬세한 인도와 가르침에 진심으로 감사드립니다.,10
23,스승님의 지혜와 가르침으로 인하여 더욱 자랄 수 있었습니다. 감사합니다.,10
24,스승님의 따뜻한 사랑과 지혜에 감사드리며 스승의 날을 진심으로 축하합니다.,10
25,스승님의 인도와 가르침에 무한한 감사를 드립니다.,10
26,스승님의 지혜와 사랑으로 인하여 저는 더 나은 삶을 살 수 있었습니다. 감사합니다.,10
27,스승님의 온정과 인도에 감사하여 스승의 날을 축하합니다.,10
28,스승님의 가르침에 감사하며 항상 감사의 마음을 잊지 않겠습니다.,10
29,스승님의 인도와 지혜에 깊은 감사를 드리며 스승의 날을 축하합니다.,10
30,스승님의 따뜻한 사랑과 인도에 감사합니다. 스승의 날을 진심으로 축하합니다.,10
31,스승님의 가르침은 저의 인생을 바꿔놓았습니다. 깊이 감사드립니다.,10
32,스승님의 인도와 지혜에 감사드리며 스승의 날을 진심으로 축하합니다.,10
33,스승님의 끈적한 사랑과 지혜에 감사드립니다. 스승의 날을 진심으로 축하합니다.,10
34,스승님의 두루한 지도와 인도에 감사합니다. 스승의 날을 축하합니다.,10
35,스승님의 뜻을 배우고 스승님의 가르침에 따르며 감사합니다.,10
36,스승님의 인도와 가르침을 받아들이며 스승의 날을 축하합니다.,10
37,스승님의 가르침으로 인하여 저는 더 나은 인생을 살 수 있습니다. 감사합니다.,10
38,스승님의 인도와 지혜에 감사하여 스승의 날을 진심으로 축하합니다.,10
39,스승님의 선한 도움과 가르침에 감사를 드립니다. 스승의 날을 축하합니다.,10
40,스승님의 사랑과 지혜에 감사를 표합니다. 스승의 날을 진심으로 축하합니다.,10
41,스승님의 온정과 인도에 감사드리며 스승의 날을 축하합니다.,10
42,스승님의 가르침은 내 삶에 큰 영향을 끼쳤습니다. 감사합니다.,10
43,스승님의 인도와 가르침으로 더 나은 사람이 될 수 있었습니다. 감사합니다.,10
44,스승님의 지혜와 사랑에 감사를 드리며 스승의 날을 축하합니다.,10
45,스승님의 인도와 지혜에 깊이 감사를 드립니다. 스승의 날을 축하합니다.,10
46,스승님의 따뜻한 사랑과 지혜에 감사하며 스승의 날을 진심으로 축하합니다.,10
47,스승님의 가르침은 저에게 큰 보탬이 되었습니다. 무한히 감사합니다.,10
48,스승님의 인도와 지혜에 무한한 감사를 표합니다. 스승의 날을 진심으로 축하합니다.,10
49,스승님의 사랑과 인도에 감사하며 스승의 날을 진심으로 축하합니다.,10
50,스승님의 가르침과 지혜에 감사한다는 말로 스승의 날을 진심으로 축하합니다.,10
